0	K03088	8525.936452727374
1	K01990	6923.298949854607
2	K02529	4032.6799300768375
3	K02014	3594.0902946779133
4	K07497	3581.386073917097
5	K00059	3330.0755197367203
6	K12132	3105.9554341471207
7	K02034	3012.1283509242244
8	K02004	2701.6548441166774
9	K02483	2700.5903823561935
10	K02033	2575.359019508778
11	K02003	2505.693885399104
12	K03704	2440.2915414219756
13	K02035	2416.6705383077806
14	K00249	2298.974198677389
15	K00626	2250.4955516247155
16	K01997	2123.2048931076
17	K02025	2112.7203185509716
18	K02031	2096.446373441028
19	K07090	2049.502364370677
20	K10947	2037.2513532096996
21	K03574	1997.3776712801566
22	K03924	1972.8304680970296
23	K02030	1924.6432765085387
24	K05799	1919.4096962691003
25	K03406	1836.262079338973
26	K01992	1819.6148613878988
27	K03466	1815.1251017671054
28	K02032	1777.916142014139
29	K02026	1771.516306395966
30	K03790	1760.461491762421
31	K00799	1742.2807470722528
32	K01999	1697.8967900596977
33	K03699	1695.921770046317
34	K02013	1673.3370143321238
35	K02050	1671.205011808738
36	K00655	1613.1262916836456
37	K03111	1609.5933708659388
38	K07058	1602.4266842796287
39	K07315	1587.8901812857887
40	K01358	1576.561017173901
41	K01995	1571.9104517261444
42	K02027	1560.254067375439
43	K07483	1556.292783061732
44	K09022	1527.0256601618435
45	K03719	1490.930354914811
46	K11690	1490.4043885142012
47	K18955	1465.93797002609
48	K07778	1448.060776374791
49	K06994	1443.8502024884551
50	K01915	1403.9507722266494
51	K03657	1394.7128130019735
52	K03556	1370.6975701295553
53	K00344	1343.889532155236
54	K05349	1326.9705601464304
55	K02028	1320.5332377932084
56	K02029	1303.2032093305106
57	K01996	1283.3711084812378
58	K01265	1266.568748583658
59	K02067	1224.982713124213
60	K07107	1221.6522375619913
61	K01971	1219.064106179792
62	K02078	1207.6190516718113
63	K06911	1190.5530307252213
64	K21395	1190.3599407301142
65	K03701	1175.8056574228353
66	K07260	1170.0629987585648
67	K02907	1168.8558970238453
68	K03975	1166.2084173972964
69	K01998	1160.1214357474075
70	K04750	1152.8384157371954
71	K07029	1136.2600301195005
72	K01126	1135.9193154980444
73	K01692	1131.2682842306313
74	K18476	1122.8782515765042
75	K03671	1119.2268034745969
76	K03496	1101.2894982952807
77	K04063	1101.1559110457038
78	K06199	1090.1558362409257
79	K01897	1081.9836913421534
80	K01005	1079.1314193084838
81	K06204	1068.3272827689175
82	K07052	1065.9464416854992
83	K01951	1061.4341842941938
84	K21572	1054.533081639802
85	K04757	1052.3389364312657
86	K04749	1040.6511985972836
87	K01142	1028.5055410481516
88	K03781	1027.9639255084371
89	K02342	1009.1848296388097
90	K07263	1005.7733720723696
