0	K07497	1182.0252334285356
1	K21572	899.5112931431073
2	K07133	885.3480921206769
3	K07495	806.106834055307
4	K03088	758.6411060104753
5	K07486	651.2908246959848
6	K07487	589.6080837181376
7	K02004	522.5084188848477
8	K03111	505.1803067560717
9	K07484	424.51887651801366
10	K07483	343.8895602890737
11	K07488	319.43132976044456
12	K06921	316.97115327895443
13	K07481	303.3266749487701
14	K06400	301.5769823036737
15	K02355	301.2589468322066
16	K18954	298.01130264749986
17	K07485	284.64760817821787
18	K07154	284.36291524421705
19	K04095	281.9166574345108
20	K07482	281.03725332297967
21	K21573	278.1812753094839
22	K02952	277.94559000712735
23	K02886	272.68921695129336
24	K01154	272.3159860026423
25	K03737	263.1222003367349
26	K01448	253.31284565209776
27	K02965	247.79775195021645
28	K05988	243.210285100068
29	K03327	241.71726028483963
30	K02892	241.39493916889393
31	K02926	240.08773950017763
32	K02874	236.8210234874632
33	K02961	236.8210234874632
34	K02890	236.31312320469655
35	K01190	230.73605780950913
36	K02982	227.0673611680795
37	K01610	223.15614144519796
38	K03427	222.7714639850752
39	K02518	221.68333924764138
40	K00962	221.4989016504258
41	K02878	219.09863673191927
42	K07491	219.07432869379937
43	K01209	218.15484708036422
44	K01915	217.92112540039096
45	K02907	217.66054911317096
46	K02357	216.3259761159523
47	K02881	215.87054635704877
48	K03497	215.59007316783135
49	K02933	212.72801526602277
50	K01006	210.73494922820294
51	K12373	208.00361389100874
52	K02988	205.78751897785205
53	K02876	204.62198594293963
54	K02003	203.56464539685982
55	K01358	200.78039278142347
56	K02935	197.02566610022498
57	K00986	196.69275709973206
58	K02948	195.99105928649473
59	K03797	194.47684739271696
60	K03073	194.24144444358856
61	K03559	192.92514132040014
62	K02994	189.0786397971839
63	K02895	189.0749346974683
64	K03832	188.97928678525057
65	K07240	186.52448993524044
66	K03324	186.01063100831595
67	K08640	184.89693511211195
68	K03496	184.62238743463968
69	K02931	183.92736397077056
70	K03406	181.4779986744948
71	K02358	181.28177808809585
72	K06142	180.67159402917116
73	K03569	179.0772914856593
74	K03040	178.60747862840665
75	K01153	175.93786338453563
76	K01868	175.36461103966684
77	K02078	172.65085459905546
78	K02906	171.90409452530938
79	K02316	170.5212077658685
80	K07727	169.98551505828053
81	K02967	167.3480838835167
82	K00927	166.6957338908277
83	K02902	162.81672581216088
84	K02520	161.6237393811845
85	K02946	160.989124747558
86	K03076	160.48421942912455
87	K03701	160.27634345494008
88	K02913	159.97831666677084
89	K01887	159.27760489805127
90	K01624	158.5172041783474
91	K02919	158.28481470154537
92	K07493	156.3720964266371
93	K00656	155.64240624989762
94	K02888	154.08534368557156
95	K01686	152.7234113682745
96	K03561	151.89161369926236
97	K01056	151.4040511112718
98	K02429	151.012008931955
99	K02867	150.9267514923802
100	K06131	150.88963115580552
101	K07052	150.52285373920606
102	K03671	148.527641474977
103	K00764	148.42744424560803
104	K07056	147.12431693350507
105	K14059	145.71375051848136
106	K00688	145.5928931554364
107	K02986	145.47937584609952
108	K03631	144.2718555366677
109	K03466	144.2533714554189
110	K03043	143.99177996539294
111	K07098	143.8757848720308
112	K01872	143.5652613481035
113	K03424	143.5193525457923
114	K01972	143.48891677022678
115	K02992	143.41880479318084
116	K02916	143.03533196663517
117	K15633	142.55932413920203
118	K01265	142.53918547482067
119	K02864	141.9584649657338
120	K02956	141.65756671132584
121	K03924	141.55170445479072
122	K02356	140.61612845333366
123	K01206	140.34973677225295
124	K07496	139.49442725088392
125	K02338	138.938824442187
126	K03217	137.27681244812393
127	K00831	137.0144914990056
128	K03091	136.3354157191763
129	K01869	136.21276400967707
130	K07462	136.18716229490173
131	K18682	135.63709930251113
132	K06207	134.99835383592514
133	K22278	134.24989943747875
134	K04077	134.23134357278747
135	K01951	133.1721603325954
136	K02945	132.25519858696387
137	K07566	131.6425314526416
138	K07001	131.37093354239548
139	K02939	131.3393041351276
140	K02314	130.58194784839569
141	K07107	130.22932001878843
142	K02600	130.06731322722962
143	K07568	129.40587231645148
144	K00558	129.15924361729492
145	K00602	128.89802201920423
146	K03527	128.68253142214024
147	K02899	128.12405735659135
148	K02963	127.74971147605014
149	K02519	127.58388803918035
150	K02884	127.52670059184952
151	K16870	127.40687393190846
152	K00789	127.32094204549989
153	K01812	126.82803136891145
154	K01990	126.19715179449153
155	K07150	125.95693091711652
156	K02871	125.43156234809798
157	K03498	125.29635450812235
158	K00760	124.37972708903732
159	K07063	124.35336936374107
160	K01876	124.1987426698767
161	K04759	124.08319535823185
162	K03545	123.9108492644291
163	K11072	123.81737621238183
164	K02879	123.24293485132281
165	K02601	123.08767439447006
166	K02863	122.91957922062655
167	K00240	122.72094752614318
168	K02029	122.7099835884779
169	K02313	122.21139067406834
170	K03624	121.97124453207293
171	K03307	121.84332508230814
172	K19294	121.80250946719573
173	K02897	121.79396040002526
174	K00790	120.86768652863063
175	K03070	120.63056042473482
176	K07114	120.43485344797155
177	K20509	120.21610981764907
178	K25307	120.12121327845087
179	K01000	119.57293225522706
180	K04078	119.46668472753846
181	K03629	119.22298218030363
182	K18197	119.07130791565939
183	K00948	118.57960322059121
